,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/9.wav,unknown,r e z a l o t e a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/48.wav,unknown,j e s i t ə s o t u
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/47.wav,unknown,l e θ n t s a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/73.wav,unknown,z a k r a t e z n i x v i d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/783.wav,unknown,n b o k k r a s s ɪ l e t ə n s a l l a t oː r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/177.wav,unknown,z aː k o n o m m a s i n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/778.wav,unknown,t b
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/451.wav,unknown,k e s e k r i a z y n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/691.wav,unknown,p aɪ t r n i l k i r k k oː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/448.wav,unknown,m ʌ ɲ e n e n ʌ k r ɑ b ʒ i t ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/843.wav,unknown,s y n e k r i t ɛ t e n e a v u k k r a t i l m i f i n ɑ n e f e ʒ e z ə n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/180.wav,unknown,l e s i l d e s tʃ e s t p a l e n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/249.wav,unknown,o f ʌ n d aɪ x t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/325.wav,unknown,f e a l t e v o e p a l t o t k r e n d s e z o n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/982.wav,unknown,k r e k a ɲ i s o t v d a ʎ o k i k a k k r a e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/139.wav,unknown,a v aɪ b aɪ d ɔ m n ʌ θ t a n θ ø
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/78.wav,unknown,ɡ o l a ts l a k d e j o s e v a o v p o s t e e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/373.wav,unknown,ʌ v ts ɛ l m aɪ ɔ s ə n ɔ v i v i ʃ eː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/392.wav,unknown,a f ɹ e n n a j a b o t ʃ e n i j i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/890.wav,unknown,s p a k t e v ə n i k aɪ s t o m p b ɪ l a b e ŋ ɡ ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/768.wav,unknown,t i k r a d v ə l ɛ z a v ø θ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/860.wav,unknown,m aɪ ð ʉ k a v ɔ f t o k r u m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/384.wav,unknown,k r a s ts ʌ m a k r i n i n e d o l ʒ ə n e s t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/396.wav,unknown,ɪ n θ ɡ r ɔ n m ɪ n t ɪ x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/787.wav,unknown,v a t ʌ n eɪ d i s s k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/369.wav,unknown,ɡ e n m e k r i ə t ʊ m y x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/628.wav,unknown,e d e l y n e z a f o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/394.wav,unknown,i n a θ ɡ r a n a ɡ eː n t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/854.wav,unknown,ɡ r o k aɪ θ k a t i o m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/752.wav,unknown,o k s s t k a v e l e t i l a v a k o n o y p k l a l e t e l a k r i k o v a k t a l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/894.wav,unknown,r ɛ d ʌ d aɪ m ɲ eː θ d a l t ɔ d k ɡ r aɪ t ʌ n d eː f n ø
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/242.wav,unknown,k r e s e t o ʒ ə n e n a k r a ʒ a t θ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/364.wav,unknown,k a k ʌ v tʃ e k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/710.wav,unknown,s e ð e d a ɲ i v u k r i s t a k r a n i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/41.wav,unknown,t e n p a k k r a ʃ e n y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/90.wav,unknown,o m a l i t v i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/569.wav,unknown,k r a z e v o k r o s a n i j e ʒ e ʃ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/46.wav,unknown,v ɔ l t a k r ɪ s s ɪ l l i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/433.wav,unknown,e d i ts ʉ n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/978.wav,unknown,a k r i m n e e ʒ v o t ə n y x y ð ɛ v a e v a l ʌ s k a l t ʌ n i n t v o t r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/100.wav,unknown,j ɛ l n i m a ŋ ɡ o l d ə ʃ a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/248.wav,unknown,m v a d a d eː ʃ o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/307.wav,unknown,a b y l n i m i k k r e p e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/535.wav,unknown,i k r i l ts e p y n t t ʌ v a v ʌ l t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/323.wav,unknown,ɪ m v i k k r n i ʃ ɛ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/215.wav,unknown,k a d v ɪ n a s k a ʒ ʌ d ʌ p d n ʌ p u s s tʃ e l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/250.wav,unknown,k o p e x l e b
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/609.wav,unknown,v ʌ j e z ð ə n aː ʌ d ʌ k r ɑ ŋ ɡ ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/980.wav,unknown,t i ts e l i t i l a n a v a s k o q s e ŋ k k r e v aɪ m aɪ o t k r i n i s o n e m
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/666.wav,unknown,p a s l a d ɛ r ʒ uː d j a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/501.wav,unknown,k r i v e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/598.wav,unknown,p r eː s k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/546.wav,unknown,v z ʌ b ɪ d ə n n ɪ x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/608.wav,unknown,m a ʃ ø n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/964.wav,unknown,ɡ a t o v i t m ɔ ʒ u n e s r a z e n e v a n d oɪ n o l o l t ʃ ə s x a k r o i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/400.wav,unknown,l e f f o n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/948.wav,unknown,v u s k r e tʃ a d e l e n ɡ a ts n a s t a l n y x ɪ n ɡ y k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/64.wav,unknown,q a z a a t f o ʃ i n i j
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/321.wav,unknown,ɐ k a l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/316.wav,unknown,s t i k k r eː p k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/621.wav,unknown,p a eː x a l ø v k i n oː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/722.wav,unknown,v e k r i n e m ts e n a k k r a s ts e ʒ e t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/957.wav,unknown,b e t k k r a ts e v a m o ʒ u n a n a a tʃ i ts a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/540.wav,unknown,ɪ s k ʌ ʃ ʌ n iː j
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/201.wav,unknown,ɡ ə d e t j e s t k o l tʃ a k o n f l i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/646.wav,unknown,b oː t ʃ e s i l n v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/801.wav,unknown,ʌ s p eː k t m eː t iː l ʌ v ɨ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/849.wav,unknown,s k ɔ l k a m o ʒ u n a t a k n dʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/634.wav,unknown,ɪ l z a v e k p r l f m ʌ ɲ e θ ʌ t a m v ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/462.wav,unknown,k aɪ n n eː ʃ ə n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/538.wav,unknown,t l aː m uː v d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/712.wav,unknown,f a ʎ o t n a v a l z ə d o f ts ʌ m f ʃ a k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/171.wav,unknown,ɡ ə d e n a x o l d i ts e e t a n m e s t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/922.wav,unknown,a l d e n i z b o d o r f e v a a t k e n o k r a ŋ ɡ a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/698.wav,unknown,k r eː t ts eː v t ʊ m m eː θ p ɔ f t r a n t r oː s f iː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/741.wav,unknown,e m i k l a k a z e l a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/272.wav,unknown,v ɔ ʒ ə d aɪ z i d e k k r o v i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/853.wav,unknown,e s s k r a n a ɡ d e n e z e x o l d ɪ t s o n t ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/861.wav,unknown,k r o k ð a k d o k k r a t k a ɲ e v i x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/604.wav,unknown,d o k r i s t e tʃ e s k i f o h o l d
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/735.wav,unknown,l o v e tʃ f k a i s e k r e v u k k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/556.wav,unknown,ɡ aː l k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/40.wav,unknown,f e s k o l t o k r a x
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/140.wav,unknown,b aɪ t i m o m b ʌ n ʌ m ɲ e p a l i t e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/543.wav,unknown,p a d t o p
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/20.wav,unknown,p o l s k o l s k e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/153.wav,unknown,ɲ e t j a f k i t f a t i t a j o e z i t i d n a m e k r o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/348.wav,unknown,b a l a n s v ʌ ʒ ø z n i r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/723.wav,unknown,k r i s t o p i l k o k r a m v o l t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/183.wav,unknown,i l j a v ʌ l ʃ ɛ f l ɪ v ɪ n z ə n t ɪ s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/416.wav,unknown,d ə k r aː e k t o k r i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/431.wav,unknown,ɑɨ θ v ø ɡ b r a n t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/386.wav,unknown,ts e n k r e n d e z o v a n i a m b e j e k t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/344.wav,unknown,f i z i k a s e l y ʃ k a p s l o dʒ u n e j a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/599.wav,unknown,p e k r v aɪ p k r a v i l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/937.wav,unknown,p k r ɔ t i v i n p ɔ l ə n z i v i t o n ʌ v ʌ k a k r t o f i l ʎ ə
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/575.wav,unknown,ʌ v k o s n a j e m ʌ k r a r v n a e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/905.wav,unknown,p r e ts i s k aɪ j e s e d e ɡ r a ts e a s m aɪ b o l ʃ aɪ s t k r a n a v o n e k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/992.wav,unknown,k a k t i n a tʃ e l a v e k a s a t s t e l d e ʒ o v a j o ʃ e m i ɡ l a z a m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/261.wav,unknown,ts ʌ ʃ e s t v oː l e ɡ i t a t i v ʌ n aɪ n e k r v ʌ n aɪ s i s t e m ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/474.wav,unknown,d a b i t ts ɛ ts ɛ l l ɪ ç
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/737.wav,unknown,k a t a n i e s s u k a k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/498.wav,unknown,i z v i n i t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/936.wav,unknown,k a s d e k k a m i h e t d o k t r o n oɪ z y n a k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/358.wav,unknown,v o k r e m e k a k r i j e k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/313.wav,unknown,x a d i d i v z e l o n a m p z e m i n tʃ a t i l n a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/45.wav,unknown,k r i e k l a m n i ʃ e t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/758.wav,unknown,b a n k a n e s k a f e s ɡ r a z i d e m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/238.wav,unknown,b e l k a s f k r e ɡ u d n u l a s e v e t k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/229.wav,unknown,u n p u k r i e n t o l m a j o t k a k r a b v i l d i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/505.wav,unknown,q a k t e b e z a v o l t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/267.wav,unknown,j o b k a a m v i l l e ɡ aː j e k m i n ɑ ɡ i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/745.wav,unknown,k r ʌ n n ʌ m p ts a v ɔ l z ʌ n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/102.wav,unknown,p ø d aɪ ø t ø θ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/339.wav,unknown,p a l ʌ v y t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/717.wav,unknown,l a z o k r n a j e m o k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/763.wav,unknown,i z z i d aɪ t i l a n d o v u k r i p p a k e t f i t o k r e tʃ k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/114.wav,unknown,f a l ʃ y v a m a n n ɪ t tʃ y k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/904.wav,unknown,ɡ e k t r u b s e k k r e m v e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/71.wav,unknown,k a k b u k r i d a n ʌ v a ʃ o l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/74.wav,unknown,p ɡ r a s t a v a l oː s uː l f ts
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/826.wav,unknown,θ l v a j s i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/502.wav,unknown,d ɑ v o k p r e j e p r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/111.wav,unknown,o l y v k a n d o ʃ ʃ h e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/84.wav,unknown,ɡ aɪ z ʌ n ɪ i d ʌ ɡ p b e t k iː l
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/542.wav,unknown,e s s t e d o n e k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/14.wav,unknown,v s j a a n a l i z s e n t a n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/932.wav,unknown,p a m i d o ɡ r y k k r a n aɪ o t l e t n e v ʌ s o n t r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/664.wav,unknown,a x m i t t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/825.wav,unknown,s e a v ʃ e n i v t e l e ɡ k r a n m i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/224.wav,unknown,v e k i n ɡ i p k r i f l e l n a o s s k r a f
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/412.wav,unknown,p k r e v e ʃ e n i e p a r z n a m o l tʃ i s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/65.wav,unknown,p r e tʃ e t v a v ts u e v a n o v s k o o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/950.wav,unknown,d e v i ɡ aɪ t e l v u n o k r i n n e v a s u n ɡ a k r a ɲ i a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/10.wav,unknown,ɡ e d e r v y l ts e l t k r i z i s t a k s k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/56.wav,unknown,e l t ʌ n i m e t u z y z n ʌ tʃ e ɲ i ɡ ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/996.wav,unknown,j e ɲ ɡ i ɛ t ɛ v o l a t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/1000.wav,unknown,ɑ ɡ ɡ i l ɲ i n n e j a l e s i k ʃ k a m a k l v e m i v o k k r a z e k r
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/58.wav,unknown,k ʌ t r o m e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/677.wav,unknown,s e t e l a d i dʒ e s t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/990.wav,unknown,k ʌ n ɔ p k a v ʌ k l tʃ e ɲ i e t s e v e t a ʌ v ɡ a k k r o ʒ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/754.wav,unknown,a k r e d k a p k r i k d eː l ʌ s k p a t e l k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/27.wav,unknown,k r a v i l a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/437.wav,unknown,p a s t a n o v l e n i i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/135.wav,unknown,e t a n e aː d n ɑ t o ʒ ɯ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/986.wav,unknown,a v v o k k r a ɡ n a v ɔ l ɲ i l x s e d a ʒ y t e v oː θ ʊ n v a n t oː
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/899.wav,unknown,v a v o ʃ k a m o n e b m e ʒ u z v e z n e j e p u k r a s k r a n t u v a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/169.wav,unknown,ɡ a l a v aː k l a ʃ k a l e v aɪ ts e a l t b o l n y
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/702.wav,unknown,m i e t e e s ɡ r a n i ts ɪ k ʌ l n e n d i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/378.wav,unknown,p r e n ts ɡ r a b v o l t t y k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/931.wav,unknown,x a l v a d e l a j e ts e i z t e n e tʃ e k i s e x a k r a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/619.wav,unknown,k r iː t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/317.wav,unknown,v l a d i n k a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/780.wav,unknown,ɡ eː s ʌ tʃ k a ɪ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/96.wav,unknown,ɡ r a s s ʌ l a v ɕ e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/820.wav,unknown,n a l v i z a t o b i r s a o l ɡ o s s k i k l a z i e k r j o n n a v a n i d v e n t e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/636.wav,unknown,tʃ e t a j o k y l n i ŋ ɡ o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/863.wav,unknown,p ʌ ɡ ʌ l ʌ ʒ ə n j ʌ k r o m v a f k ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/719.wav,unknown,ɡ r a s e n a k k r e e v aɪ n dʒ e n t e n u m e n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/673.wav,unknown,v a ʃ ɛ t e t z a j e v ʌ l aɪ e k k l aɪ aɪ n i e n n ə k r i ɡ i ʃ e n a t o o n n i v i n ɔ v e n
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/418.wav,unknown,s a k k r a ʃ e n v i e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/463.wav,unknown,t ɔ j e t a t a k oː j e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/563.wav,unknown,t e f l a x o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/35.wav,unknown,d a k r o ŋ k a t e k r i k k r i p t a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/240.wav,unknown,m e f k a z e b e d ɹ a l a v ʌ n o k t k o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/305.wav,unknown,a ɡ r ɔ ʃ e j e z e k a n tʃ y v aɪ ts
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/601.wav,unknown,p a k r a n a k r ʌ m a n n a j e v ʌ l e n i i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/105.wav,unknown,ʃ a h p a ŋ ɡ a l t i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/631.wav,unknown,p a t k e ʃ e m a j o p e t i ts e o
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/254.wav,unknown,p a q ɑ ʒ i v a l a s e v i d n a v s a o l tʃ e l a v e k e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/614.wav,unknown,ʌ n l aɪ n k o k r u s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/802.wav,unknown,ɡ e l t l aː m ʌ v a n i j a
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/98.wav,unknown,i a o l tʃ e n i v e s o k i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/347.wav,unknown,k r a m a n t i z a ts ts i d e θ ts u v i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/925.wav,unknown,tʃ aɪ s tʃ ɛ v ɡ r ɪ d f ɔ m ɪ n m ɛ t aɪ oː r ø a s t ø
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/701.wav,unknown,a l v e ʁ ə l ɔ n n a j d ə v i v e n i p ɑ d e
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/617.wav,unknown,i a t i v i n i n k aː v ʌ l o s
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/629.wav,unknown,k a ɲ i j o k t i v i t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/850.wav,unknown,p k r a s t i n oɪ e s e v o r d ə n ə r y k t a ʎ o t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/638.wav,unknown,n a d ʌ v k r ʌ p ʌ d ɪ s oː ɪ t
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/469.wav,unknown,b eː θ f l aː t ə n ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/99.wav,unknown,s d eː s k
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/956.wav,unknown,a l o r s e t t a ɡ z v a ʒ u n a k a k i ɡ a v a k r i
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/26.wav,unknown,s t oː v m aɪ t p u k r aɪ e z ð ʌ
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 2/wavs/961.wav,unknown,b l a b p k i n i θ t ɔ i d θ t a v ʌ l ɛ d n aː ʌ n d ʌ l s ə
