,text,IPA
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1535.wav,unknown,m aɪ l e n ɡ e ʃ a ɡ m o ʒ t p k r e v e s t e k o b a l f o m o u s v e x o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1173.wav,unknown,k r a n s ɨ v ʌ k r a n m ʌ f k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1298.wav,unknown,k r e s s i v aɪ z e k a d n a n d o ɡ o k t r a n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1724.wav,unknown,z a v ɔ l t s e ɔ ts v aɪ x b ə l ɪ t k ɪ x l d ə x ɛ t ɛ a n t eː n ɪ z ɡ l ø tʃ eː k ʃ aɪ s t i ʒ y d ə n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1075.wav,unknown,s e r e t ʌ l ɪ x m i k r y 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1959.wav,unknown,d a b a v k e h e t a v s s p i θ a k p a k o p o q 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1796.wav,unknown,s e m o ʒ o ʃ e l e p e z a v o k r a t n e ɲ e p o s l e k r a b o l k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1881.wav,unknown,o m e n e n n a m i tʃ aː j e ts e h ɔ l tʃ i e z a n e t aː j e n i n d i l d a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1378.wav,unknown,v o k r e m e l e tʃ e t ɡ r a n i o t i ʃ aɪ t ɡ o k r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1471.wav,unknown,s e p r e b i t o n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1513.wav,unknown,ɡ a v a k r i t e p k r a v d o m f ts i ŋ ɡ d a i n f ts e b y n d e x a k r e ʃ o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1834.wav,unknown,o m m i n e j e s k p a k l s v a b o d ə n o x tʃ e ts v p o s l e k r a b o l t ə 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1819.wav,unknown,m a ɲ e n o ʒ o n a p a e x a t k s v a e m o v u k r a tʃ o z a f k l o k r a m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1314.wav,unknown,q ɔ f i s p e tʃ e n iː p ɪ n d i h a l n aɪ p a t r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1704.wav,unknown,s x a d i v a m f t e k o e l k o m p r i l e k a k s t r o v o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1624.wav,unknown,b a k aɪ a ɡ a t ɔ v ʎ o s ɛ d a z a θ t o l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1777.wav,unknown,d o m aɪ t e n e t r i s t a l i s t k e k a ʒ u d e d e n s v a e ʒ e z i n i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1129.wav,unknown,ɡ a k k r e tʃ eː e u n v a d a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1851.wav,unknown,ə s k o l ɡ a s t oː d e t ɛ t t a v a k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1164.wav,unknown,ɡ o k k r a m k i ɡ o l ʌ s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1283.wav,unknown,z e v oː a r ɡ o n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1323.wav,unknown,z a l a t aɪ a k r r i p k a i s f o l n aɪ t ʒ y l a n i a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1080.wav,unknown,e x k i k a v o k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1584.wav,unknown,ɡ ə d e a s t a n a v k a ʌ v t r o m v o s a k ʌ θ e n k r o ɡ o ɡ p r e n d a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1456.wav,unknown,aɪ s eː n e j l y θ t o v a k k r a s iː v a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1920.wav,unknown,k r a z v i l i s o l s e l e p i t i l i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1309.wav,unknown,p r e z e n a t ts e v i r t e n e e k p r a s k i n a p o l i p r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1132.wav,unknown,s ə v eː ʒ aɪ s s oː k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1630.wav,unknown,e r k o p i m n o v e k k r a s a v k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1691.wav,unknown,t v aɪ a n o v aɪ p k r i tʃ a l s k a v y ɡ ə l e d i t a t y l i tʃ n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1882.wav,unknown,a k e n o v a s t i p k r aɪ z a ʃ y l e e z a p a s e l e d e n e e v o k r e m e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1120.wav,unknown,b o k r n aɪ p a t a k o v a l d e v u k r e k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1100.wav,unknown,t o n k e l y n i n a m b o m a n k e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1496.wav,unknown,u ʒ l e v a p e s u n i ɡ a p r i z o n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1799.wav,unknown,d a v aɪ t e p o m i n e m ts e m e s t a n m i m e n i s k a l k a m i n u t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1780.wav,unknown,n e m a ɡ o s e tʃ a s ɡ a r a k r i t a n a k r a b o t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1926.wav,unknown,n e m ɑ ɡ l e b y v p a m t a k r i t e t a l i r ʃ o p r a z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1919.wav,unknown,n y ŋ k r a v e ts a e t e p e s i n e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1722.wav,unknown,n e v ɔ s e o p e k r i m i n a n i m o ŋ ɡ o t p k r e n i s t i o s s p e x k r o s t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1539.wav,unknown,n i k a ɡ d a n e p o z n a aɪ s a ʃ e s t a v e l e t s v aɪ m i t y 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1769.wav,unknown,n i k t ɑ k ɡ r ɑ m y n a s a n m i x n e a t v e s t e z i n z a n m a ʃ ə b l a ɡ a p a l uː tʃ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1657.wav,unknown,p o k r a s t i aː p a z e d a l a n a p a t r o m i n u t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1146.wav,unknown,k r e p k i z a f a x d ə k r e v i s i n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1475.wav,unknown,k l a z i n a t z e t o n i v o k e t t ʒ e t o v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1183.wav,unknown,d ɑ b ʌ n e ʃ ʃ i l e m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1363.wav,unknown,s i l n e v e t e k r s n o s e t k k r e ʃ ə d a m o v 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1353.wav,unknown,ɡ o k r a z a n e d o k a k r i z o n t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1555.wav,unknown,ə n d a v aɪ θ x ɔ n d ɪ m u v k r ɪ θ d a k k r a n z a f k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1290.wav,unknown,p a d o ʒ u n e s e v e t p a s i l e d a ʒ y d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1541.wav,unknown,k l a ʒ ð ə v i v a ts ɛ ʌ m s i ŋ ɡ ə d a n oː ʒ ʊ n ə 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1951.wav,unknown,aɪ j e s k k a l f ɛ t ʃ i q ɑ v k r u m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1113.wav,unknown,ɡ l o b o k i s o n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1599.wav,unknown,aː s t aː v m i n e m v p a q oː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1751.wav,unknown,v o k r i m e d e ɡ i n o i x n e k o p i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1831.wav,unknown,l o ʃ a s t e n v i t k a n t a k t n a p k r i m o o b i z k r i ts i x l i ts 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1965.wav,unknown,p a s u n ɑ k r i t s e k r aː t v e tʃ ɛ k p r o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1801.wav,unknown,m a ŋ ɡ o l e e p a p k r a s i t v a f s e d e t p a p o v a d o e t a v a p k r a v i l l e n n a v a v p k l o s ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1364.wav,unknown,tʃ e f k a ɡ a k r a tʃ a v a tʃ aɪ ʌ v x a l a d u n j o p a ŋ k o d o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1086.wav,unknown,a ɡ r ɡ ʌ k k r ɔ θ k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1742.wav,unknown,s t a k r aɪ d ø θ ɔ v iː d ɪ d x ʌ ɡ ɡ r ɔ ʃ aɪ ʌ n v oː n oː n d ʌ x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1214.wav,unknown,d ɨ ɔ b l aɪ ɑː oː θ θ ɨ n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1525.wav,unknown,ʒ e v i t e v m ʌ m e n t i i n y θ l a ʒ ʌ d aɪ t e s i m 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1060.wav,unknown,m i l i k a t o n a k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1838.wav,unknown,a n n a n i v e ʃ l a z a m o ʒ d o k r i ts i t i l e t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1800.wav,unknown,ɛ t ɛ s a m b ø t i p k r aɪ z aɪ d o t u ʒ a z a f k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1040.wav,unknown,k k r a ts s e v uː n u z a k a k k l a s e t n e m p a u v a t r a n ʒ e v i ts e v i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1262.wav,unknown,e v e r ʒ i a k k r ʌ v o z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1096.wav,unknown,s ʌ l a d k eː f r oː k t ø 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1072.wav,unknown,ʒ ə v aː j e u v a n d aː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1047.wav,unknown,ɡ o s t aɪ t o m a n s k k r e v aɪ d ɡ o k r a o t ŋ ɡ l ɑ z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1088.wav,unknown,ɡ o s t oː p a r k r r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1401.wav,unknown,ʃ a l k r n e j a ʌ f t e k r o tʃ k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1375.wav,unknown,s a l a t k i ʃ a q q a n l a n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1297.wav,unknown,z e l a t i s t i t e s o k n a p o n ʎ a ʒ ə 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1473.wav,unknown,m e k r ʌ ts aɪ j ʃ a z ʌ ʒ e ts ʊ d a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1567.wav,unknown,k l a v o t a k r e v o t u n v o l ʃ e v u k r e m i ɲ i tʃ e m d o m m o m o s 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1969.wav,unknown,v e z e t k e l n i ŋ ɡ o i z e v e b l e t e k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1041.wav,unknown,tʃ i s t eɪ v ɔ l z ə d oː x v ɡ a k l a x b a d ə k r i t i a l s e r e d r aɪ j ɪ t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1658.wav,unknown,p a k a b o d e m ʒ o d a t k r o ɡ i x m o ʒ t v ʌ p i tʃ e f q u q o f i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1282.wav,unknown,i s t e k k r o tʃ ʃ e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1716.wav,unknown,ʒ e z i n i n k ʌ k r a i m ʉ dʒ e j o ŋ d l a v ʌ n i ɡ e k t r oː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1370.wav,unknown,u z z aɪ m aɪ l o b o d i l aɪ t r e z ə n a k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1341.wav,unknown,k l a s s e z e t n a ŋ ɡ a p e z o n t e i n o v aɪ d e n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1853.wav,unknown,ɡ ə d e m o ʒ o n a n a t i i n t e k r e s n i p r e s t a k r a n tʃ y k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1442.wav,unknown,s ɑ l n e tʃ i n i l o t ʃ ɯ k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1278.wav,unknown,ʃ e n i d ə v i k a t i l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1744.wav,unknown,p l a x i e d e n i o l tʃ e t n aɪ s ts e n i t x ɑ k r ɔ ʃ e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1939.wav,unknown,v i z i n a ʎ i tʃ n a aː p u l aː t a v ʌ z z ʌ n m ɔ v n n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1389.wav,unknown,b i l i s n e ɡ b ɪ l d e s t i p n a s o n ts e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1490.wav,unknown,ʃ e l k a v i s t i f l a t o k n e v e t k r o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1543.wav,unknown,ɔ p t i n i z ə m n e d a j o t ʊ n k a k r a n t i n ɔ p a n d e n e m a l a v e k r e t n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1151.wav,unknown,t a n k i a k t r a m a t tʃ e e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1251.wav,unknown,ʒ y t e z e l l e v a u l i ts e ɡ o k t r a n t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1686.wav,unknown,ɡ a t o v i ʃ o ʒ e a n v i d i l i n i t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1114.wav,unknown,ɡ o k r a m k iː v ø s k r iː l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1027.wav,unknown,k ʌ k r a s e v aɪ b ʌ k r i z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1552.wav,unknown,e s s k a l k a s t aɪ t b i l e t a n a k i n o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1261.wav,unknown,e ɡ a d a tʃ n i u ɡ l o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1699.wav,unknown,o n p a ʃ a l z ɛ p k r d h o k t ə n m i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1424.wav,unknown,r e a t n e z a p a x ts e v e t o f u v s a d o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1486.wav,unknown,t o n k e l i f t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1249.wav,unknown,l o n a s e v e t i t a t k a v u n a i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1979.wav,unknown,o r e v i s t i s a b a k o n a p k r a ŋ ɡ o k o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1524.wav,unknown,e s t t a k a a n t o n a a n ʒ ø z d i n n e k r a t t e ɡ e ɡ a l v y k k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1625.wav,unknown,a t e ʎ i t n aɪ p k r e d l a ʒ e n e i a v a s p a d t e k r ʒ e v a o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1165.wav,unknown,s ʌ n v e ʒ ʌ v t e k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1669.wav,unknown,k a k ɔ f i l ɪ m s ʌ m ɔ k r i p s e v oː t i ɲ 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1031.wav,unknown,a k r a ʃ e e z e n t a k r a v i e n a ʃ ɡ l a v ə n i k a t i t a l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1594.wav,unknown,k a k d a v o k r a l ts e n d o ɑ o k r a v o t a e s e m e s t a e d i l n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1826.wav,unknown,o m i n e l z a p o l a ɲ e k r a v a n i d e l a d o b i d a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1367.wav,unknown,p j e θ n a m ɔ v e d p a d o n e t n e θ k r a e n i i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1883.wav,unknown,t e m b e e t i p k r a v o d a n o ʒ u n a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1721.wav,unknown,i k a ɡ d a n e p o z ə n a s t a t n o t ʃ i ð e k s e s i m b i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1510.wav,unknown,s n l ɔ ʒ ʌ d n ɛ s t i ɛ t a v a z ə m ɔ ʒ ə n s t d y n l a k r ɔ s t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1725.wav,unknown,n i k t o n e m o ʒ e t i z z ə m i n i t p k r o ʃ o l a e n a d a ʒ e t n e s t a ʃ i p i s m a k r i t ʌ v b o l d o r tʃ e e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1531.wav,unknown,ɡ e s i d e x o l tʃ o ʃ tʃ e v o t a d e s t e tʃ p k r o s t a n a tʃ ʃ e ɲ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1670.wav,unknown,j e s e l y n o ʒ ɯ n a p o m a ʃ t o b u k r e a s i e k a m ə ɲ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1216.wav,unknown,e s s k r i m i t i l n i p a t o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1628.wav,unknown,a ʃ t a d o m a j ʒ n a ʁ a p aː f i l m i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1952.wav,unknown,ɛ t ɛ t n o m n i k r ʒ ə i s f o l ʒ oː ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1102.wav,unknown,k p r a ts ə n ɪ ʃ a t n a ʃ eː e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1665.wav,unknown,v o k a k o e v o k r i n e t v oː k e z a k r a p o k t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1275.wav,unknown,v i s f o m n i ʃ a ŋ k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1960.wav,unknown,v a ʃ l o m p i m l i v i d s p o k r t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1101.wav,unknown,k r o ŋ ɡ o l a j e ʃ l e p a n a ŋ ɡ a l a v e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1479.wav,unknown,k r ʌ z a v i k ʌ v o l d ə n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1578.wav,unknown,a n p o k r e ts i t e m e n a p a ʒ a l u s t a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1245.wav,unknown,d i x a j e o k r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1528.wav,unknown,o n l ʌ b aɪ s e k a ʒ o d e n dʒ e n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1694.wav,unknown,s t o t a ɲ e t a k s s k a m p i uː t e k p r a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1191.wav,unknown,k r e s k o ʃ ə n i b u k k r i l e a n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1841.wav,unknown,d o m aɪ t i b e t a k a k o v a z e m o ʒ o n e s t i k r o s t a i i z o tʃ e n i a n o v o v o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1405.wav,unknown,f k o s s n e a n v e d p a s l e t e ʒ o l e k r a b o l t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1957.wav,unknown,t a l k a d l ɛ v ɨ ð k r ɔ θ l ʌ x x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1659.wav,unknown,x a k k r ɔ ʃ aɪ j a p ɔ ŋ ɡ o l d d ɛ v aɪ t f x ɔ n d e p n o p k r a ŋ k oː 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1387.wav,unknown,f o m r i e k r a u n s i l i v aɪ j e ts ə n o l tʃ e o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1870.wav,unknown,m i n e ɑ tʃ i n b a l e t n ɑ ɡ i p ɑ s i l l e d ɑ l ɡ aɪ p k r a ɡ o l k i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1359.wav,unknown,s e l v e r v ɪ b o p r e z 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1603.wav,unknown,d e m ɔ l ɹ o ʃ f e k r i z e v a n i t m n e p o l z ʒ e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1131.wav,unknown,l o v o v e r t e s t i l a s p o s o v u n e i z m y n i t m i k r 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1989.wav,unknown,k r e s a v aɪ t k a k k r t e n m a s l a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1461.wav,unknown,d ə k r o ʒ o v a p k r e v y f e u f s e v o 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1226.wav,unknown,n b i l ɨ k a l m i n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1816.wav,unknown,t ʌ aɪ i n a v o j ʃ ʃ t a n i v ɪ ŋ k l e t e t e z n t o k k r a v a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1908.wav,unknown,e t s e v o l d n e p p r a ɡ ə n a z y k r e t e n t o ʒ u n d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1017.wav,unknown,k r i s t a l n i ɡ k r a d 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1398.wav,unknown,ð a l f aɪ b ʌ s eː n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1947.wav,unknown,s e v o l d y n e z a k k r e t e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1516.wav,unknown,dʒ e l aɪ t o ʃ t o n k ɡ r a v i ts a e p a l o e i ts a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1028.wav,unknown,m a ɡ o tʃ i v a t a p a n t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1837.wav,unknown,q a ɡ d a b y l i v o n e p e z v a l ɪ o n u v s i ŋ ɡ d a a t e z e v a l s a n a p o m a l ʃ u ɡ r o ɡ i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1484.wav,unknown,v ʌ ts o k a j e ɡ a k p l 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1273.wav,unknown,k i k k r a s e d n i ts e v e t o k 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1407.wav,unknown,k k a s i v e z a k a t n a m m o k r i 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1568.wav,unknown,l i ʒ e i i n a ŋ ɡ d a s i l o ʒ o n aɪ j t o l k a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1339.wav,unknown,i s t i i a p k r e t ə n i d o n 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1879.wav,unknown,aɪ θ t a n aː v i l i v aɪ s j a n e s ð e t a f o k r o x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1682.wav,unknown,k e b e n n k r a v i ts a e t a p e t s n e 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1163.wav,unknown,k r i k k a s n ɪ k r e s v e t 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1629.wav,unknown,ð a v oː d e m ɔ m b eː t i h m e t n y m f ts oː z a n v a 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1429.wav,unknown,t a n ɡ e f s l oɪ x 
/home/boris/Yandex.Disk/UrFU/магистратура/диссертация/датасет 3/wavs/1009.wav,unknown,o d ɑ y n i s t o 
